-8.300000000000000711e+00,-3.574999999999999734e+00,0.000000000000000000e+00
-9.900000000000000355e+00,-3.445000000000000284e+00,0.000000000000000000e+00
-8.099999999999999645e+00,-5.004999999999999893e+00,0.000000000000000000e+00
-7.099999999999999645e+00,-1.365000000000000213e+00,0.000000000000000000e+00
-9.000000000000003553e-01,-2.274999999999999467e+00,0.000000000000000000e+00
-3.000000000000007105e-01,-2.405000000000000249e+00,0.000000000000000000e+00
-6.500000000000000000e+00,-1.950000000000002842e-01,0.000000000000000000e+00
-8.500000000000000000e+00,-3.314999999999999947e+00,0.000000000000000000e+00
-1.099999999999999645e+00,-4.745000000000000107e+00,0.000000000000000000e+00
-2.500000000000000000e+00,-3.250000000000001776e-01,0.000000000000000000e+00
-1.500000000000000000e+00,-4.615000000000000213e+00,0.000000000000000000e+00
-4.900000000000000355e+00,-2.144999999999999574e+00,0.000000000000000000e+00
-4.699999999999999289e+00,-6.044999999999999929e+00,1.000000000000000000e+00
-3.299999999999999822e+00,-4.224999999999999645e+00,0.000000000000000000e+00
-4.500000000000000000e+00,-2.665000000000000036e+00,1.000000000000000000e+00
-5.500000000000000000e+00,-2.014999999999999680e+00,0.000000000000000000e+00
-6.900000000000000355e+00,-1.495000000000000107e+00,0.000000000000000000e+00
-3.700000000000000178e+00,-5.915000000000000036e+00,0.000000000000000000e+00
-9.500000000000000000e+00,-3.834999999999999964e+00,0.000000000000000000e+00
-6.999999999999992895e-01,-3.964999999999999858e+00,0.000000000000000000e+00
-8.900000000000000355e+00,-1.104999999999999538e+00,1.000000000000000000e+00
-7.500000000000000000e+00,-5.134999999999999787e+00,0.000000000000000000e+00
-2.700000000000000178e+00,-3.054999999999999716e+00,0.000000000000000000e+00
-5.300000000000000711e+00,-1.754999999999999893e+00,0.000000000000000000e+00
-5.099999999999999645e+00,-2.535000000000000142e+00,0.000000000000000000e+00
-3.900000000000000355e+00,-6.434999999999999609e+00,1.000000000000000000e+00
-3.500000000000000000e+00,-4.875000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e-01,-3.705000000000000071e+00,0.000000000000000000e+00
-2.299999999999999822e+00,-3.185000000000000053e+00,1.000000000000000000e+00
-9.699999999999999289e+00,-6.174999999999999822e+00,1.000000000000000000e+00
-7.700000000000000178e+00,-5.264999999999999680e+00,0.000000000000000000e+00
-2.099999999999999645e+00,-4.484999999999999432e+00,0.000000000000000000e+00
-1.300000000000000711e+00,-1.884999999999999787e+00,1.000000000000000000e+00
-1.899999999999998579e+00,-2.794999999999999485e+00,0.000000000000000000e+00
-2.900000000000000355e+00,-6.304999999999999716e+00,0.000000000000000000e+00
-6.099999999999999645e+00,-9.750000000000005329e-01,0.000000000000000000e+00
-5.899999999999999467e+00,-1.234999999999999432e+00,0.000000000000000000e+00
-5.700000000000000178e+00,-5.655000000000000249e+00,1.000000000000000000e+00
-9.999999999999964473e-02,-5.394999999999999574e+00,0.000000000000000000e+00
-7.299999999999999822e+00,-6.500000000000039080e-02,0.000000000000000000e+00
-6.699999999999999289e+00,-4.355000000000000426e+00,0.000000000000000000e+00
-3.099999999999999645e+00,-5.785000000000000142e+00,0.000000000000000000e+00
-1.699999999999999289e+00,-5.525000000000000355e+00,0.000000000000000000e+00
-7.900000000000000355e+00,-1.625000000000000000e+00,0.000000000000000000e+00
-9.300000000000000711e+00,-2.924999999999999822e+00,1.000000000000000000e+00
-4.920559205501048083e+00,-4.656860213545011007e+00,0.000000000000000000e+00
-7.835430306980214255e+00,-5.698269870854386632e+00,0.000000000000000000e+00
-2.208544431202925651e+00,-3.296907479765478488e+00,0.000000000000000000e+00
-2.162505042330584715e+00,-3.713109367021629303e+00,1.000000000000000000e+00
-7.650697357873177396e+00,-2.134964572197839416e-01,0.000000000000000000e+00
-8.586763594490552265e+00,-4.642505898506297690e+00,0.000000000000000000e+00
-7.921954704506664946e+00,-1.967388709561611826e+00,0.000000000000000000e+00
-9.508133209981316725e+00,-3.264499364159407335e+00,0.000000000000000000e+00
-8.093501046486885286e+00,-2.064438368840537663e-01,0.000000000000000000e+00
-3.156662527364799686e+00,-1.712842799412896078e+00,0.000000000000000000e+00
-8.024205035056917623e+00,-4.153253256324374476e+00,0.000000000000000000e+00
